k[1/Mpc], k[h/Mpc], Delta2_lin, Delta2_nl, Delta2_nl_30
1.032761405761395842e+08,1.523022276598430574e+08,1.776761012509513193e+01,1.229354094305290580e+08,1.220049849290105385e+03
1.047128548050898463e+08,1.544209626973747909e+08,1.776761012509513193e+01,1.242059787507033646e+08,1.220049849290105385e+03
1.061695557198724151e+08,1.565691722752874494e+08,1.776761012509513193e+01,1.254896797341192812e+08,1.220049849290105385e+03
1.076465213629834950e+08,1.587472664252816439e+08,1.776761012509513193e+01,1.267866480999199599e+08,1.220049849290105385e+03
1.091440336448757201e+08,1.609556608831672668e+08,1.776761012509513193e+01,1.280970209699411541e+08,1.220049849290105385e+03
1.106623783977667540e+08,1.631947771682152450e+08,1.776761012509513193e+01,1.294209368832082748e+08,1.220049849290105385e+03
1.122018454301965237e+08,1.654650426636137962e+08,1.776761012509513193e+01,1.307585358105834872e+08,1.220049849290105385e+03
1.137627285823433250e+08,1.677668906980435252e+08,1.776761012509513193e+01,1.321099591695641130e+08,1.220049849290105385e+03
1.153453257821095288e+08,1.701007606283874512e+08,1.776761012509513193e+01,1.334753498392339796e+08,1.220049849290105385e+03
1.169499391019874662e+08,1.724670979235915840e+08,1.776761012509513193e+01,1.348548521753692031e+08,1.220049849290105385e+03
1.185768748167159706e+08,1.748663542496917248e+08,1.776761012509513193e+01,1.362486120256999731e+08,1.220049849290105385e+03
1.202264434617413133e+08,1.772989875560261011e+08,1.776761012509513193e+01,1.376567767453316450e+08,1.220049849290105385e+03
1.218989598924867362e+08,1.797654621626408100e+08,1.776761012509513193e+01,1.390794952123216093e+08,1.220049849290105385e+03
1.235947433444511890e+08,1.822662488489178419e+08,1.776761012509513193e+01,1.405169178434210718e+08,1.220049849290105385e+03
1.253141174941412956e+08,1.848018249434320629e+08,1.776761012509513193e+01,1.419691966099768579e+08,1.220049849290105385e+03
1.270574105208539367e+08,1.873726744150625765e+08,1.776761012509513193e+01,1.434364850540002882e+08,1.220049849290105385e+03
1.288249551693132222e+08,1.899792879653638303e+08,1.776761012509513193e+01,1.449189383043980002e+08,1.220049849290105385e+03
1.306170888131840378e+08,1.926221631222298145e+08,1.776761012509513193e+01,1.464167130933743417e+08,1.220049849290105385e+03
1.324341535194664299e+08,1.953018043348568380e+08,1.776761012509513193e+01,1.479299677730017602e+08,1.220049849290105385e+03
1.342764961137864292e+08,1.980187230700286329e+08,1.776761012509513193e+01,1.494588623319623470e+08,1.220049849290105385e+03
1.361444682465951145e+08,2.007734379097405970e+08,1.776761012509513193e+01,1.510035584124626517e+08,1.220049849290105385e+03
1.380384264602886736e+08,2.035664746501823664e+08,1.776761012509513193e+01,1.525642193273235857e+08,1.220049849290105385e+03
1.399587322572620809e+08,2.063983664020971358e+08,1.776761012509513193e+01,1.541410100772459805e+08,1.220049849290105385e+03
1.419057521689095497e+08,2.092696536925373077e+08,1.776761012509513193e+01,1.557340973682559431e+08,1.220049849290105385e+03
1.438798578255849481e+08,2.121808845680356026e+08,1.776761012509513193e+01,1.573436496293296516e+08,1.220049849290105385e+03
1.458814260275347531e+08,2.151326146992106438e+08,1.776761012509513193e+01,1.589698370301995873e+08,1.220049849290105385e+03
1.479108388168207109e+08,2.181254074868318737e+08,1.776761012509513193e+01,1.606128314993482530e+08,1.220049849290105385e+03
1.499684835502374172e+08,2.211598341693517268e+08,1.776761012509513193e+01,1.622728067421821356e+08,1.220049849290105385e+03
1.520547529732497036e+08,2.242364739319417477e+08,1.776761012509513193e+01,1.639499382593984008e+08,1.220049849290105385e+03
1.541700452949555218e+08,2.273559140170410275e+08,1.776761012509513193e+01,1.656444033655391335e+08,1.220049849290105385e+03
1.563147642640950680e+08,2.305187498364475071e+08,1.776761012509513193e+01,1.673563812077394128e+08,1.220049849290105385e+03
1.584893192461110950e+08,2.337255850849595666e+08,1.776761012509513193e+01,1.690860527846651673e+08,1.220049849290105385e+03
1.606941253012875617e+08,2.369770318556076586e+08,1.776761012509513193e+01,1.708336009656508267e+08,1.220049849290105385e+03
1.629296032639721334e+08,2.402737107564844787e+08,1.776761012509513193e+01,1.725992105100326240e+08,1.220049849290105385e+03
1.651961798229014874e+08,2.436162510292014182e+08,1.776761012509513193e+01,1.743830680866828263e+08,1.220049849290105385e+03
1.674942876026438177e+08,2.470052906689924896e+08,1.776761012509513193e+01,1.761853622937444150e+08,1.220049849290105385e+03
1.698243652461746037e+08,2.504414765464895964e+08,1.776761012509513193e+01,1.780062836785714626e+08,1.220049849290105385e+03
1.721868574986009598e+08,2.539254645311914980e+08,1.776761012509513193e+01,1.798460247578740120e+08,1.220049849290105385e+03
1.745822152920507491e+08,2.574579196166505516e+08,1.776761012509513193e+01,1.817047800380724370e+08,1.220049849290105385e+03
1.770108958317425549e+08,2.610395160474008918e+08,1.776761012509513193e+01,1.835827460358612537e+08,1.220049849290105385e+03
1.794733626832531989e+08,2.646709374476525486e+08,1.776761012509513193e+01,1.854801212989859581e+08,1.220049849290105385e+03
1.819700858609982431e+08,2.683528769517744184e+08,1.776761012509513193e+01,1.873971064272339046e+08,1.220049849290105385e+03
1.845015419179473817e+08,2.720860373365983963e+08,1.776761012509513193e+01,1.893339040936450362e+08,1.220049849290105385e+03
1.870682140365801454e+08,2.758711311555525064e+08,1.776761012509513193e+01,1.912907190659358799e+08,1.220049849290105385e+03
1.896705921211148202e+08,2.797088808746715784e+08,1.776761012509513193e+01,1.932677582281509340e+08,1.220049849290105385e+03
1.923091728910153508e+08,2.836000190104930401e+08,1.776761012509513193e+01,1.952652306025344133e+08,1.220049849290105385e+03
1.949844599758041501e+08,2.875452882698777914e+08,1.776761012509513193e+01,1.972833473716314137e+08,1.220049849290105385e+03
1.976969640111857951e+08,2.915454416917648911e+08,1.776761012509513193e+01,1.993223219006114006e+08,1.220049849290105385e+03
2.004472027365159392e+08,2.956012427909097672e+08,1.776761012509513193e+01,2.013823697598289847e+08,1.220049849290105385e+03
2.032357010936220884e+08,2.997134657036160827e+08,1.776761012509513193e+01,2.034637087476141155e+08,1.220049849290105385e+03
2.060629913270000517e+08,3.038828953354963064e+08,1.776761012509513193e+01,2.055665589132989645e+08,1.220049849290105385e+03
2.089296130854040980e+08,3.081103275112875700e+08,1.776761012509513193e+01,2.076911425804827213e+08,1.220049849290105385e+03
2.118361135248504281e+08,3.123965691267518401e+08,1.776761012509513193e+01,2.098376843705363572e+08,1.220049849290105385e+03
2.147830474130537510e+08,3.167424383026894927e+08,1.776761012509513193e+01,2.120064112263511121e+08,1.220049849290105385e+03
2.177709772353163660e+08,3.211487645410947800e+08,1.776761012509513193e+01,2.141975524363316894e+08,1.220049849290105385e+03
2.208004733018905818e+08,3.256163888834841251e+08,1.776761012509513193e+01,2.164113396586380601e+08,1.220049849290105385e+03
2.238721138568346798e+08,3.301461640714270473e+08,1.776761012509513193e+01,2.186480069456773102e+08,1.220049849290105385e+03
2.269864851883821189e+08,3.347389547093085051e+08,1.776761012509513193e+01,2.209077907688478827e+08,1.220049849290105385e+03
2.301441817408508956e+08,3.393956374293627739e+08,1.776761012509513193e+01,2.231909300435438156e+08,1.220049849290105385e+03
2.333458062281004488e+08,3.441171010589889884e+08,1.776761012509513193e+01,2.254976661544092000e+08,1.220049849290105385e+03
2.365919697485751510e+08,3.489042467904072404e+08,1.776761012509513193e+01,2.278282429808612466e+08,1.220049849290105385e+03
2.398832919019485116e+08,3.537579883526743650e+08,1.776761012509513193e+01,2.301829069228764176e+08,1.220049849290105385e+03
2.432204009073810875e+08,3.586792521860803366e+08,1.776761012509513193e+01,2.325619069270363450e+08,1.220049849290105385e+03
2.466039337234336138e+08,3.636689776189848185e+08,1.776761012509513193e+01,2.349654945128510296e+08,1.220049849290105385e+03
2.500345361696429551e+08,3.687281170471065640e+08,1.776761012509513193e+01,2.373939237993496060e+08,1.220049849290105385e+03
2.535128630497907102e+08,3.738576361153085232e+08,1.776761012509513193e+01,2.398474515319475234e+08,1.220049849290105385e+03
2.570395782768864632e+08,3.790585139019119143e+08,1.776761012509513193e+01,2.423263371095902920e+08,1.220049849290105385e+03
2.606153549998897612e+08,3.843317431055740118e+08,1.776761012509513193e+01,2.448308426121791303e+08,1.220049849290105385e+03
2.642408757321950197e+08,3.896783302347662449e+08,1.776761012509513193e+01,2.473612328282786608e+08,1.220049849290105385e+03
2.679168324819037020e+08,3.950992957998874784e+08,1.776761012509513193e+01,2.499177752831121087e+08,1.220049849290105385e+03
2.716439268839089274e+08,4.005956745080503225e+08,1.776761012509513193e+01,2.525007402668451667e+08,1.220049849290105385e+03
2.754228703338174820e+08,4.061685154605773091e+08,1.776761012509513193e+01,2.551104008631625772e+08,1.220049849290105385e+03
2.792543841237336397e+08,4.118188823532423377e+08,1.776761012509513193e+01,2.577470329781387150e+08,1.220049849290105385e+03
2.831391995799378753e+08,4.175478536793066859e+08,1.776761012509513193e+01,2.604109153694111705e+08,1.220049849290105385e+03
2.870780582024692297e+08,4.233565229353623390e+08,1.776761012509513193e+01,2.631023296756479144e+08,1.220049849290105385e+03
2.910717118066608310e+08,4.292459988300557733e+08,1.776761012509513193e+01,2.658215604463258088e+08,1.220049849290105385e+03
2.951209226666377783e+08,4.352174054957053065e+08,1.776761012509513193e+01,2.685688951718139648e+08,1.220049849290105385e+03
2.992264636608182788e+08,4.412718827028731108e+08,1.776761012509513193e+01,2.713446243137712479e+08,1.220049849290105385e+03
3.033891184194265604e+08,4.474105860779037476e+08,1.776761012509513193e+01,2.741490413358504772e+08,1.220049849290105385e+03
3.076096814740704894e+08,4.536346873235075474e+08,1.776761012509513193e+01,2.769824427347285151e+08,1.220049849290105385e+03
3.118889584093935490e+08,4.599453744424030781e+08,1.776761012509513193e+01,2.798451280714517236e+08,1.220049849290105385e+03
3.162277660168379545e+08,4.663438519640730619e+08,1.776761012509513193e+01,2.827374000031082034e+08,1.220049849290105385e+03
3.206269324505467415e+08,4.728313411746743917e+08,1.776761012509513193e+01,2.856595643148248792e+08,1.220049849290105385e+03
3.250872973854346871e+08,4.794090803501470089e+08,1.776761012509513193e+01,2.886119299520974755e+08,1.220049849290105385e+03
3.296097121774582863e+08,4.860783249925649166e+08,1.776761012509513193e+01,2.915948090534536242e+08,1.220049849290105385e+03
3.341950400261149406e+08,4.928403480697757602e+08,1.776761012509513193e+01,2.946085169834533334e+08,1.220049849290105385e+03
3.388441561392034292e+08,4.996964402583739758e+08,1.776761012509513193e+01,2.976533723660310507e+08,1.220049849290105385e+03
3.435579478998757005e+08,5.066479101900541186e+08,1.776761012509513193e+01,3.007296971181825399e+08,1.220049849290105385e+03
3.483373150360116363e+08,5.136960847013885975e+08,1.776761012509513193e+01,3.038378164839976430e+08,1.220049849290105385e+03
3.531831697919570208e+08,5.208423090870918632e+08,1.776761012509513193e+01,3.069780590690515041e+08,1.220049849290105385e+03
3.580964371026362181e+08,5.280879473567854166e+08,1.776761012509513193e+01,3.101507568751399517e+08,1.220049849290105385e+03
3.630780547701017857e+08,5.354343824953572750e+08,1.776761012509513193e+01,3.133562453353845477e+08,1.220049849290105385e+03
3.681289736425305605e+08,5.428830167269289494e+08,1.776761012509513193e+01,3.165948633496937156e+08,1.220049849290105385e+03
3.732501577957198620e+08,5.504352717825096846e+08,1.776761012509513193e+01,3.198669533205977082e+08,1.220049849290105385e+03
3.784425847170928121e+08,5.580925891713504791e+08,1.776761012509513193e+01,3.231728611894427538e+08,1.220049849290105385e+03
3.837072454922784567e+08,5.658564304560955763e+08,1.776761012509513193e+01,3.265129364729690552e+08,1.220049849290105385e+03
3.890451449942804575e+08,5.737282775317511559e+08,1.776761012509513193e+01,3.298875323002631664e+08,1.220049849290105385e+03
3.944573020752784610e+08,5.817096329085363150e+08,1.776761012509513193e+01,3.332970054500923157e+08,1.220049849290105385e+03
3.999447497610977888e+08,5.898020199986695051e+08,1.776761012509513193e+01,3.367417163886250257e+08,1.220049849290105385e+03
4.055085354483843446e+08,5.980069834071439505e+08,1.776761012509513193e+01,3.402220293075405359e+08,1.220049849290105385e+03
4.111497211045229435e+08,6.063260892265490294e+08,1.776761012509513193e+01,3.437383121625339389e+08,1.220049849290105385e+03
4.168693834703363776e+08,6.147609253359922171e+08,1.776761012509513193e+01,3.472909367122173309e+08,1.220049849290105385e+03
4.226686142656041384e+08,6.233131017041795254e+08,1.776761012509513193e+01,3.508802785574251413e+08,1.220049849290105385e+03
4.285485203974391818e+08,6.319842506967101097e+08,1.776761012509513193e+01,3.545067171809221506e+08,1.220049849290105385e+03
4.345102241715714335e+08,6.407760273876587152e+08,1.776761012509513193e+01,3.581706359875290394e+08,1.220049849290105385e+03
4.405548635065534115e+08,6.496901098754658699e+08,1.776761012509513193e+01,3.618724223446518183e+08,1.220049849290105385e+03
4.466835921509634852e+08,6.587281996032494307e+08,1.776761012509513193e+01,3.656124676232400537e+08,1.220049849290105385e+03
4.528975799036195278e+08,6.678920216835563183e+08,1.776761012509513193e+01,3.693911672391619682e+08,1.220049849290105385e+03
4.591980128368675709e+08,6.771833252276471853e+08,1.776761012509513193e+01,3.732089206950153708e+08,1.220049849290105385e+03
4.655860935229581594e+08,6.866038836793365479e+08,1.776761012509513193e+01,3.770661316223567724e+08,1.220049849290105385e+03
4.720630412635899782e+08,6.961554951535023451e+08,1.776761012509513193e+01,3.809632078243814111e+08,1.220049849290105385e+03
4.786300923226380348e+08,7.058399827792921066e+08,1.776761012509513193e+01,3.849005613190353513e+08,1.220049849290105385e+03
4.852885001621209979e+08,7.156591950481064320e+08,1.776761012509513193e+01,3.888786083825776577e+08,1.220049849290105385e+03
4.920395356814511418e+08,7.256150061664224863e+08,1.776761012509513193e+01,3.928977695935902596e+08,1.220049849290105385e+03
4.988844874600126743e+08,7.357093164135270119e+08,1.776761012509513193e+01,3.969584698774433732e+08,1.220049849290105385e+03
5.058246620031147599e+08,7.459440525042246580e+08,1.776761012509513193e+01,4.010611385512211919e+08,1.220049849290105385e+03
5.128613839913658500e+08,7.563211679565931559e+08,1.776761012509513193e+01,4.052062093691117764e+08,1.220049849290105385e+03
5.199959965335173011e+08,7.668426434648536444e+08,1.776761012509513193e+01,4.093941205682644844e+08,1.220049849290105385e+03
5.272298614228243232e+08,7.775104872774285078e+08,1.776761012509513193e+01,4.136253149151235223e+08,1.220049849290105385e+03
5.345643593969713449e+08,7.883267355802556276e+08,1.776761012509513193e+01,4.179002397522376180e+08,1.220049849290105385e+03
5.420008904016238451e+08,7.992934528854502439e+08,1.776761012509513193e+01,4.222193470455607772e+08,1.220049849290105385e+03
5.495408738576247692e+08,8.104127324253424406e+08,1.776761012509513193e+01,4.265830934322279692e+08,1.220049849290105385e+03
5.571857489319304228e+08,8.216866965520282984e+08,1.776761012509513193e+01,4.309919402688394189e+08,1.220049849290105385e+03
5.649369748123010397e+08,8.331174971424583197e+08,1.776761012509513193e+01,4.354463536802328825e+08,1.220049849290105385e+03
5.727960309858280420e+08,8.447073160091844797e+08,1.776761012509513193e+01,4.399468046087722778e+08,1.220049849290105385e+03
5.807644175213111639e+08,8.564583653167839050e+08,1.776761012509513193e+01,4.444937688641282916e+08,1.220049849290105385e+03
5.888436553555884361e+08,8.683728880041121244e+08,1.776761012509513193e+01,4.490877271735894084e+08,1.220049849290105385e+03
5.970352865838365555e+08,8.804531582124118805e+08,1.776761012509513193e+01,4.537291652328850031e+08,1.220049849290105385e+03
