k[1/Mpc], k[h/Mpc], Delta2_lin, Delta2_nl, Delta2_nl_30
7.637328494254546740e+01,1.126283511908943638e+02,2.390911339407556824e+01,3.346537429946838529e+03,1.220049849290105385e+03
7.708031339213687261e+01,1.136710122284867595e+02,2.395085057675072449e+01,3.369754959589930877e+03,1.220049849290105385e+03
7.779388718319022189e+01,1.147233257383722389e+02,2.399235430422568527e+01,3.393131323414756025e+03,1.220049849290105385e+03
7.851406690944116917e+01,1.157853810786626809e+02,2.403361544947745898e+01,3.416667619175782420e+03,1.220049849290105385e+03
7.924091372557403190e+01,1.168572684347058299e+02,2.407462483964963340e+01,3.440364952160417033e+03,1.220049849290105385e+03
7.997448935241440893e+01,1.179390788267429713e+02,2.411537326447844620e+01,3.464224435240892035e+03,1.220049849290105385e+03
8.071485608217111007e+01,1.190309041176391531e+02,2.415585278828755378e+01,3.488247188926558465e+03,1.220049849290105385e+03
8.146207678372535099e+01,1.201328370206832972e+02,2.419605825931094145e+01,3.512434341416492316e+03,1.220049849290105385e+03
8.221621490796879073e+01,1.212449711074602305e+02,2.423598487368890275e+01,3.536787028652471690e+03,1.220049849290105385e+03
8.297733449319248678e+01,1.223674008157977937e+02,2.427562781561186611e+01,3.561306394372349132e+03,1.220049849290105385e+03
8.374550017052433759e+01,1.235002214577854858e+02,2.431498227351505648e+01,3.585993590163761382e+03,1.220049849290105385e+03
8.452077716941671781e+01,1.246435292278671483e+02,2.435404609236938711e+01,3.610849775518201113e+03,1.220049849290105385e+03
8.530323132318653734e+01,1.257974212110109562e+02,2.439282278484383326e+01,3.635876117885506119e+03,1.220049849290105385e+03
8.609292907460499578e+01,1.269619953909526515e+02,2.443131662883007493e+01,3.661073792728681838e+03,1.220049849290105385e+03
8.688993748153914964e+01,1.281373506585151745e+02,2.446953194874699378e+01,3.686443983579098585e+03,1.220049849290105385e+03
8.769432422264723925e+01,1.293235868200077334e+02,2.450747306410809756e+01,3.711987882092127620e+03,1.220049849290105385e+03
8.850615760312507518e+01,1.305208046056998512e+02,2.454513595066272202e+01,3.737706688103082797e+03,1.220049849290105385e+03
8.932550656050581495e+01,1.317291056783745944e+02,2.458249889833253476e+01,3.763601609683590141e+03,1.220049849290105385e+03
9.015244067051480670e+01,1.329485926419625343e+02,2.461953784563929304e+01,3.789673863198350318e+03,1.220049849290105385e+03
9.098703015297705576e+01,1.341793690502537117e+02,2.465622860758956847e+01,3.815924673362278099e+03,1.220049849290105385e+03
9.182934587778031243e+01,1.354215394156913419e+02,2.469254691044274352e+01,3.842355273298037901e+03,1.220049849290105385e+03
9.267945937089230313e+01,1.366752092182455272e+02,2.472847342473050958e+01,3.868966904593955405e+03,1.220049849290105385e+03
9.353744282043558655e+01,1.379404849143718934e+02,2.476399932815827043e+01,3.895760817362383477e+03,1.220049849290105385e+03
9.440336908281683748e+01,1.392174739460504895e+02,2.479911710758554477e+01,3.922738270298417319e+03,1.220049849290105385e+03
9.527731168891301650e+01,1.405062847499085876e+02,2.483381923772992295e+01,3.949900530739017086e+03,1.220049849290105385e+03
9.615934485031638701e+01,1.418070267664302833e+02,2.486809822611582987e+01,3.977248874722580240e+03,1.220049849290105385e+03
9.704954346563575029e+01,1.431198104492490017e+02,2.490195340542958036e+01,4.004784587048889534e+03,1.220049849290105385e+03
9.794798312685584563e+01,1.444447472745256391e+02,2.493539833964524988e+01,4.032508961339447069e+03,1.220049849290105385e+03
9.885474012575758707e+01,1.457819497504167146e+02,2.496844846507167404e+01,4.060423300098310392e+03,1.220049849290105385e+03
9.976989146039581158e+01,1.471315314266270491e+02,2.500111932830068184e+01,4.088528914773262386e+03,1.220049849290105385e+03
1.006935148416369969e+02,1.484936069040510063e+02,2.503342649894175764e+01,4.116827125817419073e+03,1.220049849290105385e+03
1.016256886997594222e+02,1.498682918445058476e+02,2.506537280238797649e+01,4.145319262751319002e+03,1.220049849290105385e+03
1.025664921911124878e+02,1.512557029805522575e+02,2.509693458726750848e+01,4.174006664225373243e+03,1.220049849290105385e+03
1.035160052048377537e+02,1.526559581254059026e+02,2.512808483251097869e+01,4.202890678082749218e+03,1.220049849290105385e+03
1.044743083696540253e+02,1.540691761829435507e+02,2.515879641008763201e+01,4.231972661422752935e+03,1.220049849290105385e+03
1.054414830607033764e+02,1.554954771577988026e+02,2.518904213024983818e+01,4.261253980664575465e+03,1.220049849290105385e+03
1.064176114064605798e+02,1.569349821655516450e+02,2.521880072346661095e+01,4.290736011611490540e+03,1.220049849290105385e+03
1.074027762957083922e+02,1.583878134430148634e+02,2.524806318657873661e+01,4.320420139515548726e+03,1.220049849290105385e+03
1.083970613845754372e+02,1.598540943586129401e+02,2.527682202254074184e+01,4.350307759142650866e+03,1.220049849290105385e+03
1.094005511036393443e+02,1.613339494228570175e+02,2.530506973824055095e+01,4.380400274838082623e+03,1.220049849290105385e+03
1.104133306650975612e+02,1.628275042989198482e+02,2.533279887713752032e+01,4.410699100592550167e+03,1.220049849290105385e+03
1.114354860700024830e+02,1.643348858133055330e+02,2.536000648539488012e+01,4.441205660108609663e+03,1.220049849290105385e+03
1.124671041155637283e+02,1.658562219666180795e+02,2.538669878436903815e+01,4.471921386867559704e+03,1.220049849290105385e+03
1.135082724025198786e+02,1.673916419444327914e+02,2.541288317195116164e+01,4.502847724196858508e+03,1.220049849290105385e+03
1.145590793425763252e+02,1.689412761282647466e+02,2.543856711427045525e+01,4.533986125337924932e+03,1.220049849290105385e+03
1.156196141659132053e+02,1.705052561066408998e+02,2.546375802924716680e+01,4.565338053514446983e+03,1.220049849290105385e+03
1.166899669287616348e+02,1.720837146862728559e+02,2.548844734609307139e+01,4.596904982001135977e+03,1.220049849290105385e+03
1.177702285210522177e+02,1.736767859033361106e+02,2.551259405983567063e+01,4.628688394193015483e+03,1.220049849290105385e+03
1.188604906741323788e+02,1.752846050348508697e+02,2.553615314122627211e+01,4.660689783675104081e+03,1.220049849290105385e+03
1.199608459685551196e+02,1.769073086101682861e+02,2.555907943934628079e+01,4.692910654292619256e+03,1.220049849290105385e+03
1.210713878419419700e+02,1.785450344225659478e+02,2.558132784756808320e+01,4.725352520221679697e+03,1.220049849290105385e+03
1.221922105969166239e+02,1.801979215409476751e+02,2.560287431785455325e+01,4.758016906040468712e+03,1.220049849290105385e+03
1.233234094091119744e+02,1.818661103216516324e+02,2.562373723423197447e+01,4.790905346800874213e+03,1.220049849290105385e+03
1.244650803352535604e+02,1.835497424203709613e+02,2.564394017378643298e+01,4.824019388100679862e+03,1.220049849290105385e+03
1.256173203213155176e+02,1.852489608041815643e+02,2.566350684555694528e+01,4.857360586156186400e+03,1.220049849290105385e+03
1.267802272107520594e+02,1.869639097636809595e+02,2.568246099045977360e+01,4.890930507875356852e+03,1.220049849290105385e+03
1.279538997528075299e+02,1.886947349252433526e+02,2.570081401295901813e+01,4.924730730931498329e+03,1.220049849290105385e+03
1.291384376109009509e+02,1.904415832633843877e+02,2.571855258025613367e+01,4.958762843837409491e+03,1.220049849290105385e+03
1.303339413710882866e+02,1.922046031132403527e+02,2.573566042984706570e+01,4.993028446020019146e+03,1.220049849290105385e+03
1.315405125506053139e+02,1.939839441831666420e+02,2.575212130508401387e+01,5.027529147895624192e+03,1.220049849290105385e+03
1.327582536064873011e+02,1.957797575674491952e+02,2.576791895064160443e+01,5.062266570945566855e+03,1.220049849290105385e+03
1.339872679442684955e+02,1.975921957591336025e+02,2.578303603727751536e+01,5.097242347792423061e+03,1.220049849290105385e+03
1.352276599267643178e+02,1.994214126629764223e+02,2.579745309934800801e+01,5.132458122276815629e+03,1.220049849290105385e+03
1.364795348829328248e+02,2.012675636085132282e+02,2.581115043365541695e+01,5.167915549534644924e+03,1.220049849290105385e+03
1.377429991168178276e+02,2.031308053632470489e+02,2.582410835690771123e+01,5.203616296074883394e+03,1.220049849290105385e+03
1.390181599165775310e+02,2.050112961459630299e+02,2.583630726182475712e+01,5.239562039857964010e+03,1.220049849290105385e+03
1.403051255635938617e+02,2.069091956401620109e+02,2.584773396230499998e+01,5.275754470374627999e+03,1.220049849290105385e+03
1.416040053416678575e+02,2.088246650076210642e+02,2.585838787334441591e+01,5.312195288725361934e+03,1.220049849290105385e+03
1.429149095462984178e+02,2.107578669020769837e+02,2.586826994239870459e+01,5.348886207700333216e+03,1.220049849290105385e+03
1.442379494940498716e+02,2.127089654830406573e+02,2.587738118906522899e+01,5.385828951859972221e+03,1.220049849290105385e+03
1.455732375320037022e+02,2.146781264297355847e+02,2.588572262537087454e+01,5.423025257616008275e+03,1.220049849290105385e+03
1.469208870472976969e+02,2.166655169551654581e+02,2.589328559271567443e+01,5.460476873313082251e+03,1.220049849290105385e+03
1.482810124767560183e+02,2.186713058203156095e+02,2.590004248868865133e+01,5.498185559310990357e+03,1.220049849290105385e+03
1.496537293166058760e+02,2.206956633484823271e+02,2.590596356132602196e+01,5.536153088067414501e+03,1.220049849290105385e+03
1.510391541322841249e+02,2.227387614397347306e+02,2.591101911111432088e+01,5.574381244221231100e+03,1.220049849290105385e+03
1.524374045683372287e+02,2.248007735855142641e+02,2.591517959749656796e+01,5.612871824676465621e+03,1.220049849290105385e+03
1.538485993584103255e+02,2.268818748833657537e+02,2.591842715945456632e+01,5.651626638686729166e+03,1.220049849290105385e+03
1.552728583353286638e+02,2.289822420518045476e+02,2.592076650744811062e+01,5.690647507940283504e+03,1.220049849290105385e+03
1.567103024412750756e+02,2.311020534453252822e+02,2.592220502470520671e+01,5.729936266645702744e+03,1.220049849290105385e+03
1.581610537380591097e+02,2.332414890695459349e+02,2.592275019059871966e+01,5.769494761618116172e+03,1.220049849290105385e+03
1.596252354174809511e+02,2.354007305964915702e+02,2.592240950947038414e+01,5.809324852365983133e+03,1.220049849290105385e+03
1.611029718117942480e+02,2.375799613800239456e+02,2.592118255995753628e+01,5.849428411178581882e+03,1.220049849290105385e+03
1.625943884042630430e+02,2.397793664714098725e+02,2.591905359126855402e+01,5.889807323214017742e+03,1.220049849290105385e+03
1.640996118398162764e+02,2.419991326350335896e+02,2.591600519986108608e+01,5.930463486587816988e+03,1.220049849290105385e+03
1.656187699358037833e+02,2.442394483642586351e+02,2.591202008708964044e+01,5.971398812462229216e+03,1.220049849290105385e+03
1.671519916928492933e+02,2.465005038974329636e+02,2.590708105665241234e+01,6.012615225136051777e+03,1.220049849290105385e+03
1.686994073058033621e+02,2.487824912340412311e+02,2.590117002508198141e+01,6.054114662135084473e+03,1.220049849290105385e+03
1.702611481748011215e+02,2.510856041510118075e+02,2.589426711495312716e+01,6.095899074303273665e+03,1.220049849290105385e+03
1.718373469164192500e+02,2.534100382191701044e+02,2.588635236708796938e+01,6.137970425894412983e+03,1.220049849290105385e+03
1.734281373749360853e+02,2.557559908198437881e+02,2.587740596469559051e+01,6.180330694664469775e+03,1.220049849290105385e+03
1.750336546336993138e+02,2.581236611616270693e+02,2.586740839942978809e+01,6.222981871964625498e+03,1.220049849290105385e+03
1.766540350265952384e+02,2.605132502972942348e+02,2.585635792350140960e+01,6.265925962834881830e+03,1.220049849290105385e+03
1.782894161496263905e+02,2.629249611408735632e+02,2.584428630779072122e+01,6.309164986098338886e+03,1.220049849290105385e+03
1.799399368725942168e+02,2.653589984848757126e+02,2.583122911630033869e+01,6.352700974456080985e+03,1.220049849290105385e+03
1.816057373508934916e+02,2.678155690176868688e+02,2.581722195943037690e+01,6.396535974582829112e+03,1.220049849290105385e+03
1.832869590374125153e+02,2.702948813411185824e+02,2.580230013661190469e+01,6.440672047223109075e+03,1.220049849290105385e+03
1.849837446945438728e+02,2.727971459881195528e+02,2.578646153094514659e+01,6.485111267288159979e+03,1.220049849290105385e+03
1.866962384063091349e+02,2.753225754406564079e+02,2.576963362290558024e+01,6.529855723953518464e+03,1.220049849290105385e+03
1.884245855905930398e+02,2.778713841477555206e+02,2.575173639222493804e+01,6.574907520757241400e+03,1.220049849290105385e+03
1.901689330114903953e+02,2.804437885437109230e+02,2.573269017305159778e+01,6.620268775698781610e+03,1.220049849290105385e+03
1.919294287917712154e+02,2.830400070664668988e+02,2.571241608716375637e+01,6.665941621338643927e+03,1.220049849290105385e+03
1.937062224254573266e+02,2.856602601761647406e+02,2.569087798738763340e+01,6.711928204898603326e+03,1.220049849290105385e+03
1.954994647905157024e+02,2.883047703738617997e+02,2.566811915638700370e+01,6.758230688362671572e+03,1.220049849290105385e+03
1.973093081616727886e+02,2.909737622204287959e+02,2.564419159247493951e+01,6.804851248578803279e+03,1.220049849290105385e+03
1.991359062233437953e+02,2.936674623556168626e+02,2.561914727627932464e+01,6.851792077361210431e+03,1.220049849290105385e+03
2.009794140826817284e+02,2.963860995173008632e+02,2.559303789071590529e+01,6.899055381593419042e+03,1.220049849290105385e+03
2.028399882827509657e+02,2.991299045609068799e+02,2.556588834099013496e+01,6.946643383332083431e+03,1.220049849290105385e+03
2.047177868158188971e+02,3.018991104790132454e+02,2.553767395602351442e+01,6.994558319911448962e+03,1.220049849290105385e+03
2.066129691367708574e+02,3.046939524211338153e+02,2.550836492318175530e+01,7.042802444048521465e+03,1.220049849290105385e+03
2.085256961766528150e+02,3.075146677136894482e+02,2.547793172119556360e+01,7.091378023949064300e+03,1.220049849290105385e+03
2.104561303563356489e+02,3.103614958801587136e+02,2.544634523327975373e+01,7.140287343414212955e+03,1.220049849290105385e+03
2.124044356003061296e+02,3.132346786614158987e+02,2.541358674002467666e+01,7.189532701947842725e+03,1.220049849290105385e+03
2.143707773505891510e+02,3.161344600362618280e+02,2.537965638545105662e+01,7.239116414864760372e+03,1.220049849290105385e+03
2.163553225807951321e+02,3.190610862421399929e+02,2.534455650293412177e+01,7.289040813399537001e+03,1.220049849290105385e+03
2.183582398102974480e+02,3.220148057960440156e+02,2.530828960083459123e+01,7.339308244816111255e+03,1.220049849290105385e+03
2.203796991185449485e+02,3.249958695156244630e+02,2.527085831731112364e+01,7.389921072518222900e+03,1.220049849290105385e+03
2.224198721595027735e+02,3.280045305404848364e+02,2.523226099445333759e+01,7.440881676160508505e+03,1.220049849290105385e+03
2.244789321762292218e+02,3.310410443536782168e+02,2.519248799101218239e+01,7.492192451760409313e+03,1.220049849290105385e+03
2.265570540155851518e+02,3.341056688033993964e+02,2.515152904906575770e+01,7.543855811810823070e+03,1.220049849290105385e+03
2.286544141430839545e+02,3.371986641248841465e+02,2.510937418059892678e+01,7.595874185393600783e+03,1.220049849290105385e+03
2.307711906578748824e+02,3.403202929625053343e+02,2.506601374728237630e+01,7.648250018293727408e+03,1.220049849290105385e+03
2.329075633078650753e+02,3.434708203920735059e+02,2.502144552477917117e+01,7.700985773114329277e+03,1.220049849290105385e+03
2.350637135049859126e+02,3.466505139433504041e+02,2.497568049133279189e+01,7.754083929392516438e+03,1.220049849290105385e+03
2.372398243405962432e+02,3.498596436227639401e+02,2.492873113943526775e+01,7.807546983715963506e+03,1.220049849290105385e+03
2.394360806010283511e+02,3.530984819363343945e+02,2.488061008757510706e+01,7.861377449840279951e+03,1.220049849290105385e+03
2.416526687832821665e+02,3.563673039128183859e+02,2.483133006150972832e+01,7.915577858807270786e+03,1.220049849290105385e+03
2.438897771108603649e+02,3.596663871270613981e+02,2.478090254746504684e+01,7.970150759063943042e+03,1.220049849290105385e+03
2.461475955497499228e+02,3.629960117235656867e+02,2.472933670640054515e+01,8.025098716582304405e+03,1.220049849290105385e+03
2.484263158245564398e+02,3.663564604402837972e+02,2.467664158340149783e+01,8.080424314980097733e+03,1.220049849290105385e+03
2.507261314347829000e+02,3.697480186326247917e+02,2.462282636454383322e+01,8.136130155642271347e+03,1.220049849290105385e+03
2.530472376712594951e+02,3.731709742976839266e+02,2.456790033815762442e+01,8.192218857843252408e+03,1.220049849290105385e+03
2.553898316327297948e+02,3.766256180987019206e+02,2.451186957966332614e+01,8.248693058870230743e+03,1.220049849290105385e+03
2.577541122425861886e+02,3.801122433897451174e+02,2.445473432570435790e+01,8.305555414147100237e+03,1.220049849290105385e+03
2.601402802657599977e+02,3.836311462406134751e+02,2.439649440881547804e+01,8.362808597359342457e+03,1.220049849290105385e+03
2.625485383257727108e+02,3.871826254619859924e+02,2.433714989004056051e+01,8.420455300579784307e+03,1.220049849290105385e+03
2.649790909219404398e+02,3.907669826307925405e+02,2.427670111308452761e+01,8.478498234395199688e+03,1.220049849290105385e+03
2.674321444467374249e+02,3.943845221158198342e+02,2.421515339703487513e+01,8.536940128033724250e+03,1.220049849290105385e+03
2.699079072033254647e+02,3.980355511035621134e+02,2.415252068922236717e+01,8.595783729493276041e+03,1.220049849290105385e+03
2.724065894232397227e+02,4.017203796243027796e+02,2.408881790254475064e+01,8.655031805670738322e+03,1.220049849290105385e+03
2.749284032842421084e+02,4.054393205784428460e+02,2.402406003030872839e+01,8.714687142492104613e+03,1.220049849290105385e+03
2.774735629283360936e+02,4.091926897630675057e+02,2.395826206546375303e+01,8.774752545043447753e+03,1.220049849290105385e+03
2.800422844799541053e+02,4.129808058987673007e+02,2.389143234196821197e+01,8.835230837702883946e+03,1.220049849290105385e+03
2.826347860643084573e+02,4.168039906567002504e+02,2.382356744054905917e+01,8.896124864273397179e+03,1.220049849290105385e+03
2.852512878259117883e+02,4.206625686859043753e+02,2.375466300440773182e+01,8.957437488116511304e+03,1.220049849290105385e+03
2.878920119472741135e+02,4.245568676408702231e+02,2.368471497363911382e+01,9.019171592287017120e+03,1.220049849290105385e+03
2.905571826677683021e+02,4.284872182093618562e+02,2.361371978815775563e+01,9.081330079668554390e+03,1.220049849290105385e+03
2.932470263026693829e+02,4.324539541404945453e+02,2.354169145312151201e+01,9.143915873110041503e+03,1.220049849290105385e+03
2.959617712623760895e+02,4.364574122730807630e+02,2.346867436407836038e+01,9.206931915563245639e+03,1.220049849290105385e+03
2.987016480718046978e+02,4.404979325642304957e+02,2.339471569300227927e+01,9.270381170221116918e+03,1.220049849290105385e+03
3.014668893899624322e+02,4.445758581182162175e+02,2.331986226092888614e+01,9.334266620657126623e+03,1.220049849290105385e+03
3.042577300297074316e+02,4.486915352156133281e+02,2.324416036786578132e+01,9.398591270965642252e+03,1.220049849290105385e+03
3.070744069776864649e+02,4.528453133427023545e+02,2.316764292025321836e+01,9.463358145903168406e+03,1.220049849290105385e+03
3.099171594144569326e+02,4.570375452211427501e+02,2.309031992343744477e+01,9.528570291030568114e+03,1.220049849290105385e+03
3.127862287348006589e+02,4.612685868379304566e+02,2.301219917804928983e+01,9.594230772856333715e+03,1.220049849290105385e+03
3.156818585682204912e+02,4.655387974756237668e+02,2.293328858792446212e+01,9.660342678980814526e+03,1.220049849290105385e+03
3.186042947996262455e+02,4.698485397428494821e+02,2.285359619089844685e+01,9.726909118241330361e+03,1.220049849290105385e+03
3.215537855902181832e+02,4.741981796050997673e+02,2.277313279779275135e+01,9.793933220858503773e+03,1.220049849290105385e+03
3.245305813985578425e+02,4.785880864158056625e+02,2.269191390604365210e+01,9.861418138583389009e+03,1.220049849290105385e+03
3.275349350018339578e+02,4.830186329476978813e+02,2.260995546498362074e+01,9.929367044845672353e+03,1.220049849290105385e+03
3.305671015173311957e+02,4.874901954244671742e+02,2.252727340448894822e+01,9.997783134903007522e+03,1.220049849290105385e+03
3.336273384240918176e+02,4.920031535527087385e+02,2.244388376176429034e+01,1.006666962599122598e+04,1.220049849290105385e+03
3.367159055847775448e+02,4.965578905541623840e+02,2.235981317461007833e+01,1.013602975747559867e+04,1.220049849290105385e+03
3.398330652677401531e+02,5.011547931982600517e+02,2.227510635568742714e+01,1.020586679100329275e+04,1.220049849290105385e+03
3.429790821692894838e+02,5.057942518349645411e+02,2.218980934003244698e+01,1.027618401065667422e+04,1.220049849290105385e+03
3.461542234361717192e+02,5.104766604279187163e+02,2.210396764241688672e+01,1.034698472310780016e+04,1.220049849290105385e+03
3.493587586882517257e+02,5.152024165878951862e+02,2.201762614360916714e+01,1.041827225777387503e+04,1.220049849290105385e+03
3.525929600414120273e+02,5.199719216065653882e+02,2.193082099494355930e+01,1.049004996697390743e+04,1.220049849290105385e+03
3.558571021306578359e+02,5.247855804905733521e+02,2.184357395116665401e+01,1.056232122608634563e+04,1.220049849290105385e+03
3.591514621334355866e+02,5.296438019959232406e+02,2.175590519851642668e+01,1.063508943370774432e+04,1.220049849290105385e+03
3.624763197931743548e+02,5.345469986626962964e+02,2.166783474063839421e+01,1.070835801181272109e+04,1.220049849290105385e+03
3.658319574430379362e+02,5.394955868500779843e+02,2.157938244488416757e+01,1.078213040591482240e+04,1.220049849290105385e+03
3.692186600298975350e+02,5.444899867717114148e+02,2.149057186905093886e+01,1.085641008522854099e+04,1.220049849290105385e+03
3.726367151385323950e+02,5.495306225313853474e+02,2.140143289082979550e+01,1.093120054283254467e+04,1.220049849290105385e+03
3.760864130160484819e+02,5.546179221590450652e+02,2.131199565457036016e+01,1.100650529583392381e+04,1.220049849290105385e+03
3.795680465965224357e+02,5.597523176471352144e+02,2.122228991848840707e+01,1.108232788553355749e+04,1.220049849290105385e+03
3.830819115258809688e+02,5.649342449872893894e+02,2.113234512329686865e+01,1.115867187759272929e+04,1.220049849290105385e+03
3.866283061870037727e+02,5.701641442073496364e+02,2.104219585725400421e+01,1.123554086220081081e+04,1.220049849290105385e+03
3.902075317250584590e+02,5.754424594087279274e+02,2.095188554523202029e+01,1.131293845424404572e+04,1.220049849290105385e+03
3.938198920730773125e+02,5.807696388041251794e+02,2.086145785164864108e+01,1.139086829347563616e+04,1.220049849290105385e+03
3.974656939777635785e+02,5.861461347555870134e+02,2.077095576518796705e+01,1.146933404468691515e+04,1.220049849290105385e+03
4.011452470255369462e+02,5.915724038129138762e+02,2.068042154636911789e+01,1.154833939787961572e+04,1.220049849290105385e+03
4.048588636688269276e+02,5.970489067524360962e+02,2.058989300980313431e+01,1.162788806843952261e+04,1.220049849290105385e+03
4.086068592526027032e+02,6.025761086161372759e+02,2.049940105860743600e+01,1.170798379731119348e+04,1.220049849290105385e+03
4.123895520411484199e+02,6.081544787511405730e+02,2.040897549469903893e+01,1.178863035117378422e+04,1.220049849290105385e+03
4.162072632450939977e+02,6.137844908495708296e+02,2.031864563009975910e+01,1.186983152261836767e+04,1.220049849290105385e+03
4.200603170486882050e+02,6.194666229887748159e+02,2.022844032170713646e+01,1.195159113032619643e+04,1.220049849290105385e+03
4.239490406373247993e+02,6.252013576719137973e+02,2.013839041995374046e+01,1.203391301924828258e+04,1.220049849290105385e+03
4.278737642253307172e+02,6.309891818689436604e+02,2.004853036554293411e+01,1.211680106078632707e+04,1.220049849290105385e+03
4.318348210840030674e+02,6.368305870579605426e+02,1.995889438641921743e+01,1.220025915297471511e+04,1.220049849290105385e+03
4.358325475699109006e+02,6.427260692669383388e+02,1.986951610506340771e+01,1.228429122066387754e+04,1.220049849290105385e+03
4.398672831534539114e+02,6.486761291158441054e+02,1.978042859381947238e+01,1.236890121570482734e+04,1.220049849290105385e+03
4.439393704476938183e+02,6.546812718591561406e+02,1.969166802067498168e+01,1.245409311713512216e+04,1.220049849290105385e+03
4.480491552374451203e+02,6.607420074287642819e+02,1.960327598642163593e+01,1.253987093136594194e+04,1.220049849290105385e+03
4.521969865086351774e+02,6.668588504772675378e+02,1.951529390008934683e+01,1.262623869237046165e+04,1.220049849290105385e+03
4.563832164779438472e+02,6.730323204216838349e+02,1.942776240690404066e+01,1.271320046187368644e+04,1.220049849290105385e+03
4.606082006227096599e+02,6.792629414875528937e+02,1.934072129035540044e+01,1.280076032954344191e+04,1.220049849290105385e+03
4.648722977111127648e+02,6.855512427534474682e+02,1.925420201630591066e+01,1.288892241318262859e+04,1.220049849290105385e+03
4.691758698326454464e+02,6.918977581959082954e+02,1.916822304357175710e+01,1.297769085892303883e+04,1.220049849290105385e+03
4.735192824288565703e+02,6.983030267347833160e+02,1.908280131394288759e+01,1.306706984142025976e+04,1.220049849290105385e+03
4.779029043243805290e+02,7.047675922789861716e+02,1.899795343017793670e+01,1.315706356404998041e+04,1.220049849290105385e+03
4.823271077582620592e+02,7.112920037726913733e+02,1.891369588703343396e+01,1.324767625910580318e+04,1.220049849290105385e+03
4.867922684155622051e+02,7.178768152419439730e+02,1.883006044429621539e+01,1.333891218799822673e+04,1.220049849290105385e+03
4.912987654592572540e+02,7.245225858417006748e+02,1.874710364415118491e+01,1.343077564145502402e+04,1.220049849290105385e+03
4.958469815624413286e+02,7.312298799033200112e+02,1.866488332937701600e+01,1.352327093972311195e+04,1.220049849290105385e+03
5.004373029408186540e+02,7.379992669824783889e+02,1.858345629064456617e+01,1.361640243277176705e+04,1.220049849290105385e+03
5.050701193854962980e+02,7.448313219075303095e+02,1.850287810063233707e+01,1.371017450049708532e+04,1.220049849290105385e+03
5.097458242960894381e+02,7.517266248283283403e+02,1.842319035872741040e+01,1.380459155292809737e+04,1.220049849290105385e+03
5.144648147141248273e+02,7.586857612654841887e+02,1.834441293745053159e+01,1.389965803043417509e+04,1.220049849290105385e+03
5.192274913567520116e+02,7.657093221600825927e+02,1.826656342867758198e+01,1.399537840393375700e+04,1.220049849290105385e+03
5.240342586507775877e+02,7.727979039238718997e+02,1.818965910113098161e+01,1.409175717510476898e+04,1.220049849290105385e+03
5.288855247670023800e+02,7.799521084899016614e+02,1.811371689036480959e+01,1.418879887659626365e+04,1.220049849290105385e+03
5.337817016548848414e+02,7.871725433636407843e+02,1.803875198233341592e+01,1.428650807224165328e+04,1.220049849290105385e+03
5.387232050775166954e+02,7.944598216745563377e+02,1.796477696984932493e+01,1.438488935727324315e+04,1.220049849290105385e+03
5.437104546469352044e+02,8.018145622281892884e+02,1.789180402098170219e+01,1.448394735853852035e+04,1.220049849290105385e+03
5.487438738597509200e+02,8.092373895586947583e+02,1.781984510312035752e+01,1.458368673471766851e+04,1.220049849290105385e+03
5.538238901331064881e+02,8.167289339818705685e+02,1.774891212800481100e+01,1.468411217654263783e+04,1.220049849290105385e+03
5.589509348409775384e+02,8.242898316486912336e+02,1.767902565747341370e+01,1.478522840701787209e+04,1.220049849290105385e+03
5.641254433507998556e+02,8.319207245993213746e+02,1.761022003930344937e+01,1.488704018164240188e+04,1.220049849290105385e+03
5.693478550604354496e+02,8.396222608176307176e+02,1.754253037317972996e+01,1.498955228863339107e+04,1.220049849290105385e+03
5.746186134354917385e+02,8.473950942862287548e+02,1.747599125360349248e+01,1.509276954915154602e+04,1.220049849290105385e+03
5.799381660469748567e+02,8.552398850419921246e+02,1.741063679249830898e+01,1.519669681752773613e+04,1.220049849290105385e+03
5.853069646092920948e+02,8.631572992321074480e+02,1.734650040419490225e+01,1.530133898149127526e+04,1.220049849290105385e+03
5.907254650186168874e+02,8.711480091706486064e+02,1.728361469268663697e+01,1.540670096239990744e+04,1.220049849290105385e+03
5.961941273915981583e+02,8.792126933956616313e+02,1.722201184083868242e+01,1.551278771547126235e+04,1.220049849290105385e+03
6.017134161044274379e+02,8.873520367267768734e+02,1.716172367407129329e+01,1.561960423001576055e+04,1.220049849290105385e+03
6.072837998322795556e+02,8.955667303233734629e+02,1.710278139041033185e+01,1.572715552967148506e+04,1.220049849290105385e+03
6.129057515891065577e+02,9.038574717432628631e+02,1.704519702359121425e+01,1.583544667264034615e+04,1.220049849290105385e+03
6.185797487678006519e+02,9.122249650019180081e+02,1.698895286100419355e+01,1.594448275192594519e+04,1.220049849290105385e+03
6.243062731807397086e+02,9.206699206322660984e+02,1.693402895569846578e+01,1.605426889557321738e+04,1.220049849290105385e+03
6.300858111006973559e+02,9.291930557450189099e+02,1.688040576899016187e+01,1.616481026690956969e+04,1.220049849290105385e+03
6.359188533021307421e+02,9.377950940895600525e+02,1.682806450402961573e+01,1.627611206478766326e+04,1.220049849290105385e+03
6.418058951028637011e+02,9.464767661154161260e+02,1.677700805009707707e+01,1.638817952383003649e+04,1.220049849290105385e+03
